馬名,系統,category,距離,成長,ダート,体質,気性,実績,底力,安定,非凡,天性,父,父父,父父父,父父父父,父父母父,父母父,父母父父,父母母父,母父,母父父,母父父父,母父母父,母母父,母母父父,母母母父,pa:父,pa:父父,pa:父父父,pa:父父父父,pa:父父母父,pa:父母父,pa:父母父父,pa:父母母父,pa:母父,pa:母父父,pa:母父父父,pa:母父母父,pa:母母父,pa:母母父父,pa:母母母父,chi:父,chi:父父,chi:父父父,chi:父父父父,chi:父父母父,chi:父母父,chi:父母父父,chi:父母母父,chi:母父,chi:母父父,chi:母父父父,chi:母父母父,chi:母母父,chi:母母父父,chi:母母母父
ハイセイコー-天煌-,ロックフェラ系,12,1400m〜3200m,普通,〇,A,B,A,A,A,海闊万空,,チャイナロック,Rockefella,ハイペリオン,Gainsborough,Felstead,Rustom Pasha,Son-in-Law,Friar Marcus,カリム,ネアルコ,Pharos,Mirza,Beau Son,Beau Pere,Hua,Hampton,Hampton,Hampton,Hampton,Eclipse,Hampton,Hampton,Eclipse,Phalaris,Phalaris,Phalaris,Swynford,Hampton,Hampton,Eclipse,ロックフェラ系,ロックフェラ系,ハイペリオン系,ハンプトン系,エクリプス系,サンインロー系,サンインロー系,エクリプス系,ネアルコ系,ネアルコ系,ファロス系,ブレニム系,サンインロー系,サンインロー系,エクリプス系
ハイセイコー-覇靭-,ロックフェラ系,11,1400m〜3200m,普通,〇,A,B,A,A,A,海闊天宙,,チャイナロック,Rockefella,ハイペリオン,Gainsborough,Felstead,Rustom Pasha,Son-in-Law,Friar Marcus,カリム,ネアルコ,Pharos,Mirza,Beau Son,Beau Pere,Hua,Hampton,Hampton,Hampton,Hampton,Eclipse,Hampton,Hampton,Eclipse,Phalaris,Phalaris,Phalaris,Swynford,Hampton,Hampton,Eclipse,ロックフェラ系,ロックフェラ系,ハイペリオン系,ハンプトン系,エクリプス系,サンインロー系,サンインロー系,エクリプス系,ネアルコ系,ネアルコ系,ファロス系,ブレニム系,サンインロー系,サンインロー系,エクリプス系
ハイセイコー-闘煌-,ロックフェラ系,5,1400m〜3200m,普通,〇,A,B,A,A,A,立役者,,チャイナロック,Rockefella,ハイペリオン,Gainsborough,Felstead,Rustom Pasha,Son-in-Law,Friar Marcus,カリム,ネアルコ,Pharos,Mirza,Beau Son,Beau Pere,Hua,Hampton,Hampton,Hampton,Hampton,Eclipse,Hampton,Hampton,Eclipse,Phalaris,Phalaris,Phalaris,Swynford,Hampton,Hampton,Eclipse,ロックフェラ系,ロックフェラ系,ハイペリオン系,ハンプトン系,エクリプス系,サンインロー系,サンインロー系,エクリプス系,ネアルコ系,ネアルコ系,ファロス系,ブレニム系,サンインロー系,サンインロー系,エクリプス系
ハイセイコー1972,ロックフェラ系,7,1200m〜3200m,普通,◎,A,B,A,A,A,一世之雄,,チャイナロック,Rockefella,ハイペリオン,Gainsborough,Felstead,Rustom Pasha,Son-in-Law,Friar Marcus,カリム,ネアルコ,Pharos,Mirza,Beau Son,Beau Pere,Hua,Hampton,Hampton,Hampton,Hampton,Eclipse,Hampton,Hampton,Eclipse,Phalaris,Phalaris,Phalaris,Swynford,Hampton,Hampton,Eclipse,ロックフェラ系,ロックフェラ系,ハイペリオン系,ハンプトン系,エクリプス系,サンインロー系,サンインロー系,エクリプス系,ネアルコ系,ネアルコ系,ファロス系,ブレニム系,サンインロー系,サンインロー系,エクリプス系
ハイセイコー1974,ロックフェラ系,7,1400m〜3200m,普通,〇,A,B,A,A,A,海闊天空,,チャイナロック,Rockefella,ハイペリオン,Gainsborough,Felstead,Rustom Pasha,Son-in-Law,Friar Marcus,カリム,ネアルコ,Pharos,Mirza,Beau Son,Beau Pere,Hua,Hampton,Hampton,Hampton,Hampton,Eclipse,Hampton,Hampton,Eclipse,Phalaris,Phalaris,Phalaris,Swynford,Hampton,Hampton,Eclipse,ロックフェラ系,ロックフェラ系,ハイペリオン系,ハンプトン系,エクリプス系,サンインロー系,サンインロー系,エクリプス系,ネアルコ系,ネアルコ系,ファロス系,ブレニム系,サンインロー系,サンインロー系,エクリプス系
ハイトップ-極走-,ダンテ系,7,1200m〜2800m,普通,△,B,A,A,A,B,Giant Killing,,デリングドゥ,Darius,ダンテ,ネアルコ,Dastur,Abernant,Owen Tudor,Chanteur,ヴィミー,ワイルドリスク,Rialto,Black Devil,コートマーシャル,Fair Trial,Mr.Jinks,Phalaris,Phalaris,Phalaris,Phalaris,Hampton,Hampton,Hampton,Eclipse,St.Simon,St.Simon,St.Simon,Teddy,Fairway,Fairway,Herod,ダンテ系,ダンテ系,ダンテ系,ネアルコ系,ハンプトン系,オーエンテューダー系,オーエンテューダー系,エクリプス系,ワイルドリスク系,ワイルドリスク系,セントサイモン系,テディ系,フェアトライアル系,フェアトライアル系,ヘロド系
ハイトップ-闘覇-,ダンテ系,11,1200m〜2800m,普通,△,B,A,A,A,B,Deposit,,デリングドゥ,Darius,ダンテ,ネアルコ,Dastur,Abernant,Owen Tudor,Chanteur,ヴィミー,ワイルドリスク,Rialto,Black Devil,コートマーシャル,Fair Trial,Mr.Jinks,Phalaris,Phalaris,Phalaris,Phalaris,Hampton,Hampton,Hampton,Eclipse,St.Simon,St.Simon,St.Simon,Teddy,Fairway,Fairway,Herod,ダンテ系,ダンテ系,ダンテ系,ネアルコ系,ハンプトン系,オーエンテューダー系,オーエンテューダー系,エクリプス系,ワイルドリスク系,ワイルドリスク系,セントサイモン系,テディ系,フェアトライアル系,フェアトライアル系,ヘロド系
ハイトップ1972,ダンテ系,5,1200m〜2800m,普通,△,B,A,A,A,B,Entrust,,デリングドゥ,Darius,ダンテ,ネアルコ,Dastur,Abernant,Owen Tudor,Chanteur,ヴィミー,ワイルドリスク,Rialto,Black Devil,コートマーシャル,Fair Trial,Mr.Jinks,Phalaris,Phalaris,Phalaris,Phalaris,Hampton,Hampton,Hampton,Eclipse,St.Simon,St.Simon,St.Simon,Teddy,Fairway,Fairway,Herod,ダンテ系,ダンテ系,ダンテ系,ネアルコ系,ハンプトン系,オーエンテューダー系,オーエンテューダー系,エクリプス系,ワイルドリスク系,ワイルドリスク系,セントサイモン系,テディ系,フェアトライアル系,フェアトライアル系,ヘロド系
ハイハット-極煌-,ハイペリオン系,11,1200m〜3600m,普通,△,B,B,A,A,B,,,ハイペリオン,Gainsborough,Bayardo,Bay Ronald,St.Frusquin,Chaucer,St.Simon,Minoru,Donatello,Blenheim,Blandford,Clarissimus,Coronach,Hurry On,Nothing Venture,Hampton,Hampton,Hampton,Hampton,St.Simon,St.Simon,St.Simon,Eclipse,Swynford,Swynford,Swynford,Eclipse,Matchem,Matchem,St.Simon,ハイペリオン系,ハンプトン系,ハンプトン系,ハンプトン系,セントサイモン系,セントサイモン系,セントサイモン系,エクリプス系,ブレニム系,ブレニム系,ブランドフォード系,エクリプス系,マッチェム系,マッチェム系,セントサイモン系
ハイフライフロー-覇煌-,フェアトライアル系,collabo_1037,1200m〜2000m,普通,◎,A,B,A,A,A,得撒四葉固,,コートマーシャル,Fair Trial,Fairway,Phalaris,Son-in-Law,Hurry On,Marcovil,Gainsborough,My Babu,Djebel,Tourbillon,Badruddin,Bull Dog,Teddy,Blue Larkspur,Fairway,Fairway,Fairway,Phalaris,Hampton,Matchem,Matchem,Hampton,Herod,Herod,Herod,Swynford,Teddy,Teddy,Himyar,フェアトライアル系,フェアトライアル系,フェアウェイ系,ファラリス系,サンインロー系,マッチェム系,マッチェム系,ハンプトン系,マイバブー系,トウルビヨン系,トウルビヨン系,ブランドフォード系,テディ系,テディ系,ヒムヤー系
ハイペリオン-天闘-,ハイペリオン系,12,1000m〜2800m,普通,〇,A,B,A,A,A,Fabulous,情熱,Gainsborough,Bayardo,Bay Ronald,Hampton,Galopin,St.Frusquin,St.Simon,Trenton,Chaucer,St.Simon,Galopin,Tristan,Minoru,Cyllene,Loved One,Hampton,Hampton,Hampton,Hampton,Eclipse,St.Simon,St.Simon,Eclipse,St.Simon,St.Simon,Eclipse,Eclipse,Eclipse,Eclipse,Herod,ハンプトン系,ハンプトン系,ハンプトン系,ハンプトン系,エクリプス系,セントサイモン系,セントサイモン系,エクリプス系,セントサイモン系,セントサイモン系,エクリプス系,エクリプス系,エクリプス系,エクリプス系,ヘロド系
ハイペリオン-極走-,ハイペリオン系,11,1000m〜2800m,普通,〇,A,B,A,A,A,Artwork,,Gainsborough,Bayardo,Bay Ronald,Hampton,Galopin,St.Frusquin,St.Simon,Trenton,Chaucer,St.Simon,Galopin,Tristan,Minoru,Cyllene,Loved One,Hampton,Hampton,Hampton,Hampton,Eclipse,St.Simon,St.Simon,Eclipse,St.Simon,St.Simon,Eclipse,Eclipse,Eclipse,Eclipse,Herod,ハンプトン系,ハンプトン系,ハンプトン系,ハンプトン系,エクリプス系,セントサイモン系,セントサイモン系,エクリプス系,セントサイモン系,セントサイモン系,エクリプス系,エクリプス系,エクリプス系,エクリプス系,ヘロド系
ハイペリオン-瓏覇-,ハイペリオン系,12,1000m〜2800m,普通,〇,A,B,A,A,A,Mythology,,Gainsborough,Bayardo,Bay Ronald,Hampton,Galopin,St.Frusquin,St.Simon,Trenton,Chaucer,St.Simon,Galopin,Tristan,Minoru,Cyllene,Loved One,Hampton,Hampton,Hampton,Hampton,Eclipse,St.Simon,St.Simon,Eclipse,St.Simon,St.Simon,Eclipse,Eclipse,Eclipse,Eclipse,Herod,ハンプトン系,ハンプトン系,ハンプトン系,ハンプトン系,エクリプス系,セントサイモン系,セントサイモン系,エクリプス系,セントサイモン系,セントサイモン系,エクリプス系,エクリプス系,エクリプス系,エクリプス系,ヘロド系
ハイランドリール2015,ノーザンダンサー系,7,2000m〜2400m,普通,〇,A,B,A,B,A,Plateau,,ガリレオ,サドラーズウェルズ,ノーザンダンサー,ニアークティック,Bold Reason,ミスワキ,ミスタープロスペクター,Lombard,デインヒル,ダンチヒ,ノーザンダンサー,ヒズマジェスティ,Marscay,biscay,Zamazaan,Nearctic,Nearctic,Nearctic,Nearctic,Royal Charger,Native Dancer,Native Dancer,Teddy,Nearctic,Nearctic,Nearctic,St.Simon,Hampton,Hampton,Swynford,ノーザンダンサー系,ノーザンダンサー系,ノーザンダンサー系,ニアークティック系,ヘイルトゥリーズン系,レイズアネイティヴ系,レイズアネイティヴ系,テディ系,ノーザンダンサー系,ノーザンダンサー系,ノーザンダンサー系,リボー系,ハイペリオン系,ハイペリオン系,ブラントーム系
ハイランドリール2017,ノーザンダンサー系,5,2000m〜2400m,普通,〇,A,B,A,B,A,Escapehigh,,ガリレオ,サドラーズウェルズ,ノーザンダンサー,ニアークティック,Bold Reason,ミスワキ,ミスタープロスペクター,Lombard,デインヒル,ダンチヒ,ノーザンダンサー,ヒズマジェスティ,Marscay,biscay,Zamazaan,Nearctic,Nearctic,Nearctic,Nearctic,Royal Charger,Native Dancer,Native Dancer,Teddy,Nearctic,Nearctic,Nearctic,St.Simon,Hampton,Hampton,Swynford,ノーザンダンサー系,ノーザンダンサー系,ノーザンダンサー系,ニアークティック系,ヘイルトゥリーズン系,レイズアネイティヴ系,レイズアネイティヴ系,テディ系,ノーザンダンサー系,ノーザンダンサー系,ノーザンダンサー系,リボー系,ハイペリオン系,ハイペリオン系,ブラントーム系
ハウスバスター,レッドゴッド系,5,1000m〜2200m,普通,◎,B,B,A,B,B,,,マウントリバーモア,ブラッシンググルーム,Red God,ナスルーラ,ワイルドリスク,クリムゾンサタン,Spy Song,Reneged,Great Above,Minnesota Mac,Rough'n Tumble,Intentionally,New Prospect,ネヴァーベンド,Johns Joy,Nasrullah,Nasrullah,Nasrullah,Nasrullah,St.Simon,Himyar,Himyar,Himyar,Himyar,Himyar,Himyar,Matchem,Nasrullah,Nasrullah,Teddy,レッドゴッド系,レッドゴッド系,レッドゴッド系,ナスルーラ系,ワイルドリスク系,ヒムヤー系,ヒムヤー系,ヒムヤー系,ヒムヤー系,ヒムヤー系,ヒムヤー系,インテント系,ネヴァーベンド系,ネヴァーベンド系,テディ系
ハチェットマン1976,ブレニム系,7,1600m〜2600m,普通,◎,B,A,B,A,B,Albion,,The Axe,マームード,Blenheim,Blandford,Gainsborough,Shut Out,Equipoise,Blue Larkspur,Tom Fool,Menow,Pharamond,Bull Dog,Prince Bio,Prince Rose,Le Capucin,Swynford,Swynford,Swynford,Swynford,Hampton,Himyar,Himyar,Himyar,Tom Fool,Phalaris,Phalaris,Teddy,St.Simon,St.Simon,Herod,ブレニム系,ブレニム系,ブレニム系,ブランドフォード系,ハンプトン系,ヒムヤー系,ヒムヤー系,ヒムヤー系,トムフール系,ファラリス系,ファラリス系,テディ系,プリンスビオ系,プリンスローズ系,ヘロド系
ハットトリック,ヘイルトゥリーズン系,5,1200m〜2400m,普通,△,B,B,B,A,B,,,サンデーサイレンス,ヘイロー,ヘイルトゥリーズン,Turn-to,Cosmic Bomb,アンダースタンディング,Promised Land,Montparnasse,Lost Code,Codex,アーツアンドレターズ,アクアク,ダマスカス,ソードダンサー,Swoon's Son,Royal Charger,Royal Charger,Royal Charger,Royal Charger,Phalaris,Teddy,Teddy,Hampton,St.Simon,St.Simon,St.Simon,Himyar,Teddy,Teddy,Teddy,ヘイルトゥリーズン系,ヘイルトゥリーズン系,ヘイルトゥリーズン系,ロイヤルチャージャー系,ファラリス系,テディ系,テディ系,ハイペリオン系,リボー系,リボー系,リボー系,ヒムヤー系,テディ系,テディ系,テディ系
ハツシバオー-砂煌-,ロックフェラ系,11,1700m〜3000m,普通,◎,B,B,A,B,A,無窮赫奕,,タケシバオー,チャイナロック,Rockefella,ハイペリオン,Rustom Pasha,ヤシママンナ,プリメロ,Nice Day,ブランブルー,Klairon,Clarion,Sind,ハクリョウ,プリメロ,トキノチカラ,Hampton,Hampton,Hampton,Hampton,Hampton,Swynford,Swynford,Hampton,Herod,Herod,Herod,Hampton,Swynford,Swynford,Hampton,ロックフェラ系,ロックフェラ系,ロックフェラ系,ハイペリオン系,サンインロー系,ブランドフォード系,ブランドフォード系,ハンプトン系,クラリオン系,クラリオン系,クラリオン系,ハンプトン系,ブランドフォード系,ブランドフォード系,ハンプトン系
ハネダブライアン,ヘイルトゥリーズン系,collabo_1017,1800m〜3200m,普通,△,B,B,A,A,A,飛行浪漫,,ブライアンズタイム,ロベルト,ヘイルトゥリーズン,Turn-to,ナシュア,グロースターク,Ribot,Hasty Road,ノーザンダンサー,ニアークティック,ネアルコ,ネイティヴダンサー,ダマスカス,ソードダンサー,Acropolis,Royal Charger,Royal Charger,Royal Charger,Royal Charger,Nasrullah,St.Simon,St.Simon,Teddy,Nearctic,Nearctic,Phalaris,Native Dancer,Teddy,Teddy,Swynford,ヘイルトゥリーズン系,ヘイルトゥリーズン系,ヘイルトゥリーズン系,ロイヤルチャージャー系,ナスルーラ系,リボー系,リボー系,テディ系,ノーザンダンサー系,ニアークティック系,ネアルコ系,ネイティヴダンサー系,テディ系,テディ系,ブレニム系
ハビタット-極走-,ハビタット系,11,1000m〜2400m,普通,△,B,C,A,A,A,Timid,,サーゲイロード,Turn-to,Royal Charger,ネアルコ,Admiral Drake,プリンスキロ,Prince Rose,Caruso,Occupy,Bull Dog,Teddy,Bunting,Challenger,Swynford,Kai-Sang,Royal Charger,Royal Charger,Royal Charger,Phalaris,Eclipse,St.Simon,St.Simon,Eclipse,Teddy,Teddy,Teddy,Himyar,Swynford,Swynford,Matchem,サーゲイロード系,ロイヤルチャージャー系,ロイヤルチャージャー系,ネアルコ系,エクリプス系,プリンスキロ系,プリンスローズ系,エクリプス系,テディ系,テディ系,テディ系,ヒムヤー系,スインフォード系,スインフォード系,マッチェム系
ハビタット-瞬神-,ハビタット系,12,1000m〜2400m,普通,△,B,C,A,A,A,Overcome,,サーゲイロード,Turn-to,Royal Charger,ネアルコ,Admiral Drake,プリンスキロ,Prince Rose,Caruso,Occupy,Bull Dog,Teddy,Bunting,Challenger,Swynford,Kai-Sang,Royal Charger,Royal Charger,Royal Charger,Phalaris,Eclipse,St.Simon,St.Simon,Eclipse,Teddy,Teddy,Teddy,Himyar,Swynford,Swynford,Matchem,サーゲイロード系,ロイヤルチャージャー系,ロイヤルチャージャー系,ネアルコ系,エクリプス系,プリンスキロ系,プリンスローズ系,エクリプス系,テディ系,テディ系,テディ系,ヒムヤー系,スインフォード系,スインフォード系,マッチェム系
ハリケーンラン2005,ノーザンダンサー系,5,1500m〜2700m,普通,△,B,B,A,A,B,Gaoth,,モンジュー,サドラーズウェルズ,ノーザンダンサー,ニアークティック,Bold Reason,トップヴィル,ハイトップ,Tennyson,Surumu,Literat,Birkhahn,リライアンス,シャーペンアップ,エタン,Sheshoon,Nearctic,Nearctic,Nearctic,Nearctic,Royal Charger,Phalaris,Phalaris,Swynford,Hampton,Hampton,Hampton,Teddy,Native Dancer,Native Dancer,Matchem,ノーザンダンサー系,ノーザンダンサー系,ノーザンダンサー系,ニアークティック系,ヘイルトゥリーズン系,ダンテ系,ダンテ系,ブラントーム系,ハンプトン系,ハンプトン系,ハンプトン系,テディ系,エタン系,エタン系,マッチェム系
ハワイ,ダンテ系,5,1400m〜2400m,普通,◎,B,B,A,A,B,,,Utrillo,Toulouse Lautrec,ダンテ,ネアルコ,Navarro,Alycidon,Donatello,Fair Trial,Mehrali,マームード,Blenheim,Tetratema,Clustine,Captain Cuttle,Lomond,Phalaris,Phalaris,Phalaris,Phalaris,Eclipse,Swynford,Swynford,Fairway,Swynford,Swynford,Swynford,Herod,Matchem,Matchem,St.Simon,ダンテ系,ダンテ系,ダンテ系,ネアルコ系,エクリプス系,ブレニム系,ブレニム系,フェアトライアル系,ブレニム系,ブレニム系,ブレニム系,ヘロド系,マッチェム系,マッチェム系,セントサイモン系
